No. Time Source Destination Protocol Length Info
152 1.019949 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 119070 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
153 1.019951 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 120530 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
154 1.019954 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 121990 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
155 1.019961 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 123450 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
156 1.019964 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 124910 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
157 1.020121 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 66510 Win = 64128 Len = 0
158 1.020121 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 69430 Win = 64128 Len = 0
159 1.020121 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 72350 Win = 64128 Len = 0
160 1.020121 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 75270 Win = 64128 Len = 0
161 1.020184 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 126370 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
162 1.020188 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 127830 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
163 1.020191 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 129290 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
164 1.020193 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [PSH  ACK] Seq = 130750 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
165 1.020196 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 132210 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
166 1.020198 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 133670 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
167 1.020201 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 135130 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
168 1.020204 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 136590 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
169 1.020347 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 78190 Win = 64128 Len = 0
170 1.020373 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 138050 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
171 1.020379 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 139510 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
172 1.021073 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 81110 Win = 64128 Len = 0
173 1.021073 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 84030 Win = 64128 Len = 0
174 1.021073 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 86950 Win = 64128 Len = 0
175 1.021074 114.212.128.2 172.27.136.12 TCP 60 80  >  65338 [ACK] Seq = 1 Ack = 89870 Win = 64128 Len = 0
176 1.021115 172.27.136.12 114.212.128.2 TCP 1514 65338  >  80 [ACK] Seq = 140970 Ack = 1 Win = 65536 Len = 1460 [TCP segment of a reassembled PDU]
