1.01801,1,1,0,0
1.01872,652,1,651,0
1.01889,2112,652,1460,0
1.01889,3572,2112,1460,0
1.01889,5032,3572,1460,0
1.01889,6492,5032,1460,0
1.01889,7952,6492,1460,0
1.01889,9412,7952,1460,0
1.01889,10872,9412,1460,0
1.01889,12332,10872,1460,0
1.01889,13792,12332,1460,0
1.02072,13140,12332,1460,652
1.02084,14600,13792,1460,652
1.02202,13140,13792,1460,2112
1.02203,11680,13792,1460,3572
1.02203,10220,13792,1460,5032
1.02203,8760,13792,1460,6492
1.02203,7300,13792,1460,7952
1.02203,5840,13792,1460,9412
1.02203,4380,13792,1460,10872
1.02203,2920,13792,1460,12332
1.02203,1460,13792,1460,13792
1.02221,2920,15252,1460,13792
1.02221,4380,16712,1460,13792
1.02227,5840,18172,1460,13792
1.02227,7300,19632,1460,13792
1.02233,8760,21092,1460,13792
1.02233,10220,22552,1460,13792
1.02244,11680,24012,1460,13792
1.02244,13140,25472,1460,13792
1.02247,14600,26932,1460,13792
1.02247,16060,28392,1460,13792
1.0225,17520,29852,1460,13792
1.0225,18980,31312,1460,13792
1.0225,19631,32772,651,13792
1.02254,21091,33423,1460,13792
1.02254,22551,34883,1460,13792
1.0226,24011,36343,1460,13792
1.0226,25471,37803,1460,13792
1.02266,26931,39263,1460,13792
1.02266,28391,40723,1460,13792
1.02431,26931,40723,1460,15252
1.02449,28391,42183,1460,15252
1.02449,29851,43643,1460,15252
1.02569,28391,43643,1460,16712
1.02569,26931,43643,1460,18172
1.02569,25471,43643,1460,19632
1.02569,24011,43643,1460,21092
1.02569,22551,43643,1460,22552
1.02589,24011,45103,1460,22552
1.02589,25471,46563,1460,22552
1.02604,26931,48023,1460,22552
1.02604,28391,49483,1460,22552
1.02612,29851,50943,1460,22552
1.02612,31311,52403,1460,22552
1.02618,32771,53863,1460,22552
1.02618,34231,55323,1460,22552
1.02623,35691,56783,1460,22552
1.02623,37151,58243,1460,22552
1.02709,35691,58243,1460,24012
1.02709,34231,58243,1460,25472
1.02709,32771,58243,1460,26932
1.02709,31311,58243,1460,28392
1.02709,29851,58243,1460,29852
1.02709,28391,58243,1460,31312
1.02709,26931,58243,1460,32772
1.02709,26280,58243,1460,33423
1.02709,24820,58243,1460,34883
1.02709,23360,58243,1460,36343
1.02709,21900,58243,1460,37803
1.02709,20440,58243,1460,39263
1.02723,21900,59703,1460,39263
1.02723,23360,61163,1460,39263
1.02727,24820,62623,1460,39263
1.02728,26280,64083,1460,39263
1.02737,27740,65543,1460,39263
1.02737,29200,67003,1460,39263
1.02747,30660,68463,1460,39263
1.02747,32120,69923,1460,39263
1.02756,33580,71383,1460,39263
1.02756,35040,72843,1460,39263
1.02758,36500,74303,1460,39263
1.02758,37960,75763,1460,39263
1.02761,39420,77223,1460,39263
1.02761,40880,78683,1460,39263
1.02763,42340,80143,1460,39263
1.02763,43800,81603,1460,39263
1.02765,45260,83063,1460,39263
1.02765,46720,84523,1460,39263
1.02767,48180,85983,1460,39263
1.02767,49640,87443,1460,39263
1.02769,51100,88903,1460,39263
1.02769,52560,90363,1460,39263
1.02815,49640,90363,1460,42183
1.02815,46720,90363,1460,45103
1.02828,48180,91823,1460,45103
1.02828,49640,93283,1460,45103
