1.795,-1,0,0,1
1.79512,0,1,0,1
1.79551,591,1,591,1
1.79575,2051,592,1460,1
1.79576,3511,2052,1460,1
1.79577,4971,3512,1460,1
1.79577,6431,4972,1460,1
1.79578,7891,6432,1460,1
1.79578,9351,7892,1460,1
1.79579,10811,9352,1460,1
1.79579,12271,10812,1460,1
1.7958,13731,12272,1460,1
1.79767,13140,12272,1460,592
1.79773,14600,13732,1460,592
1.79922,13140,13732,1460,2052
1.79922,11680,13732,1460,3512
1.79922,10220,13732,1460,4972
1.79922,8760,13732,1460,6432
1.79927,10220,15192,1460,6432
1.79928,11680,16652,1460,6432
1.79928,13140,18112,1460,6432
1.79929,14600,19572,1460,6432
1.79929,16060,21032,1460,6432
1.79929,17520,22492,1460,6432
1.79929,18980,23952,1460,6432
1.79929,20440,25412,1460,6432
1.80061,18980,25412,1460,7892
1.80061,17520,25412,1460,9352
1.80061,16060,25412,1460,10812
1.80061,14600,25412,1460,12272
1.80061,13140,25412,1460,13732
1.80061,11680,25412,1460,15192
1.80066,13140,26872,1460,15192
1.80066,14600,28332,1460,15192
1.80067,16060,29792,1460,15192
1.80067,17520,31252,1460,15192
1.80067,18980,32712,1460,15192
1.80067,20440,34172,1460,15192
1.80067,21900,35632,1460,15192
1.80068,23360,37092,1460,15192
1.80068,24820,38552,1460,15192
1.80068,26280,40012,1460,15192
1.80068,27740,41472,1460,15192
1.80069,29200,42932,1460,15192
1.80198,27740,42932,1460,16652
1.80198,26280,42932,1460,18112
1.80205,27740,44392,1460,18112
1.80205,29200,45852,1460,18112
1.80205,30660,47312,1460,18112
1.80206,32120,48772,1460,18112
1.80212,30660,48772,1460,19572
1.80214,32120,50232,1460,19572
1.80214,33580,51692,1460,19572
1.80367,32120,51692,1460,21032
1.80367,30660,51692,1460,22492
1.80367,29200,51692,1460,23952
1.80367,27740,51692,1460,25412
1.80367,26280,51692,1460,26872
1.80367,24820,51692,1460,28332
1.80367,23360,51692,1460,29792
1.80373,24820,53152,1460,29792
1.80373,26280,54612,1460,29792
1.80374,27740,56072,1460,29792
1.80374,29200,57532,1460,29792
1.80374,30660,58992,1460,29792
1.80374,32120,60452,1460,29792
1.80375,33580,61912,1460,29792
1.80375,35040,63372,1460,29792
1.80375,36500,64832,1460,29792
1.80375,37960,66292,1460,29792
1.80376,39420,67752,1460,29792
1.80376,40880,69212,1460,29792
1.80376,42340,70672,1460,29792
1.80376,43800,72132,1460,29792
1.80495,42340,72132,1460,31252
1.80495,40880,72132,1460,32712
1.80501,42340,73592,1460,32712
1.80502,43800,75052,1460,32712
1.80502,45260,76512,1460,32712
1.80503,46720,77972,1460,32712
1.80512,45260,77972,1460,34172
1.80512,43800,77972,1460,35632
1.80512,42340,77972,1460,37092
1.80512,40880,77972,1460,38552
1.80512,39420,77972,1460,40012
1.80512,37960,77972,1460,41472
1.80512,36500,77972,1460,42932
1.80518,37960,79432,1460,42932
1.80519,39420,80892,1460,42932
1.80519,40880,82352,1460,42932
1.80519,42340,83812,1460,42932
1.8052,43800,85272,1460,42932
1.8052,45260,86732,1460,42932
1.8052,46720,88192,1460,42932
1.80521,48180,89652,1460,42932
1.80521,49640,91112,1460,42932
1.80521,51100,92572,1460,42932
1.80522,52560,94032,1460,42932
1.80522,54020,95492,1460,42932
1.80522,55480,96952,1460,42932
1.80523,56940,98412,1460,42932
1.80569,54020,98412,1460,45852
1.80569,51100,98412,1460,48772
1.80575,52560,99872,1460,48772
1.80576,54020,101332,1460,48772
1.80576,55480,102792,1460,48772
1.80577,56940,104252,1460,48772
