1.00456,1,1,0,0
1.00491,810,1,809,0
1.0051,2270,810,1460,0
1.00511,3730,2270,1460,0
1.00512,5190,3730,1460,0
1.00512,6650,5190,1460,0
1.00512,8110,6650,1460,0
1.00513,9570,8110,1460,0
1.00513,11030,9570,1460,0
1.00513,12490,11030,1460,0
1.00513,13950,12490,1460,0
1.00945,13140,12490,1460,810
1.00945,11680,12490,1460,2270
1.00945,10220,12490,1460,3730
1.00945,8760,12490,1460,5190
1.0095,10220,13950,1460,5190
1.00951,11680,15410,1460,5190
1.00951,13140,16870,1460,5190
1.00951,14600,18330,1460,5190
1.00952,16060,19790,1460,5190
1.00952,17520,21250,1460,5190
1.00952,18980,22710,1460,5190
1.00962,17520,22710,1460,6650
1.00963,18980,24170,1460,6650
1.00964,20440,25630,1460,6650
1.00969,18980,25630,1460,8110
1.00969,17520,25630,1460,9570
1.00969,16060,25630,1460,11030
1.00969,14600,25630,1460,12490
1.00972,16060,27090,1460,12490
1.00972,17520,28550,1460,12490
1.00972,18980,30010,1460,12490
1.00972,20440,31470,1460,12490
1.00973,21900,32930,1460,12490
1.00973,23360,34390,1460,12490
1.00973,24820,35850,1460,12490
1.00973,26280,37310,1460,12490
1.01017,24820,37310,1460,13950
1.01019,26280,38770,1460,13950
1.01019,27740,40230,1460,13950
1.01304,26280,40230,1460,15410
1.01304,24820,40230,1460,16870
1.01304,23360,40230,1460,18330
1.01304,21900,40230,1460,19790
1.01307,23360,41690,1460,19790
1.01307,24820,43150,1460,19790
1.01308,26280,44610,1460,19790
1.01308,27740,46070,1460,19790
1.01308,29200,47530,1460,19790
1.01308,30660,48990,1460,19790
1.01309,32120,50450,1460,19790
1.01309,33580,51910,1460,19790
1.01331,32120,51910,1460,21250
1.01331,30660,51910,1460,22710
1.01331,29200,51910,1460,24170
1.01331,27740,51910,1460,25630
1.01334,29200,53370,1460,25630
1.01335,30660,54830,1460,25630
1.01335,32120,56290,1460,25630
1.01335,33580,57750,1460,25630
1.01335,35040,59210,1460,25630
1.01336,36500,60670,1460,25630
1.01336,37960,62130,1460,25630
1.01336,39420,63590,1460,25630
1.01368,37960,63590,1460,27090
1.01368,36500,63590,1460,28550
1.01368,35040,63590,1460,30010
1.01368,33580,63590,1460,31470
1.01371,35040,65050,1460,31470
1.01371,36500,66510,1460,31470
1.01371,37960,67970,1460,31470
1.01371,39420,69430,1460,31470
1.01372,40880,70890,1460,31470
1.01372,42340,72350,1460,31470
1.01372,43800,73810,1460,31470
1.01372,45260,75270,1460,31470
1.01414,43800,75270,1460,32930
